# TIPO,LOGRADOURO,BAIRRO,CIDADE
RUA,CONCEICAO DO PARA,SANTA INES,BELO HORIZONTE
RUA,CONCEICAO DOS OUROS,JARDIM LEBLON,BELO HORIZONTE
RUA,CONCEICAO MACEDO NOVAIS,CIDADE NOVA,BELO HORIZONTE
RUA,CONCEICAO MAIA,SANTA AMELIA,BELO HORIZONTE
RUA,CONCEICAO OLIMPIA SOARES,SAO JOAO BATISTA (VENDA NOVA),BELO HORIZONTE
RUA,CONCEICAO PACE LASMAR,BURITIS,BELO HORIZONTE
RUA,CONCEICAO PINTO FERREIRA,ALTO CAICARAS,BELO HORIZONTE
RUA,CONCEICAO SILENCIO LUCIANO,SAO BERNARDO,BELO HORIZONTE
RUA,CONCEICAO SILVANA,MANTIQUEIRA,BELO HORIZONTE
RUA,CONCEICAO VIDIGAL PAULUCCI,PALMARES,BELO HORIZONTE
RUA,CONCHAS,COQUEIROS,BELO HORIZONTE
RUA,CONCORDIA,CONJUNTO TAQUARIL,BELO HORIZONTE
RUA,CONDE D'EU,SAUDADE,BELO HORIZONTE
RUA,CONDE DA CUNHA,NOVA CACHOEIRINHA,BELO HORIZONTE
RUA,CONDE DE BOBADELA,NOVA CACHOEIRINHA,BELO HORIZONTE
RUA,CONDE DE LUMINARES,MADRE GERTRUDES,BELO HORIZONTE
RUA,CONDE DE PALMA,MADRE GERTRUDES,BELO HORIZONTE
RUA,CONDE DE PRADOS,PADRE EUSTAQUIO,BELO HORIZONTE
RUA,CONDE SANTA MARINHA,CACHOEIRINHA,BELO HORIZONTE
RUA,CONDE SANTANA,BARREIRO,BELO HORIZONTE
RUA,CONDE DE SARZEDAS,NOVA CACHOEIRINHA,BELO HORIZONTE
RUA,CONDE DE VALADARES,NOVA CACHOEIRINHA,BELO HORIZONTE
RUA,CONDE PEREIRA CARNEIRO,GAMELEIRA,BELO HORIZONTE
RUA,CONDE RIBEIRO DO VALE,SAGRADA FAMILIA,BELO HORIZONTE
BECO,SEBASTIAO FERNANDES DOS SANTOS,SAO LUCAS,BELO HORIZONTE
RUA,CONEGO AFONSO FUSCO,RIO BRANCO,BELO HORIZONTE
RUA,CONEGO CALDEIRA BRANT,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,CONEGO FELICIO,GAMELEIRA,BELO HORIZONTE
RUA,CONEGO FLORIANO,SAGRADA FAMILIA,BELO HORIZONTE
RUA,CONEGO JANUARIO BARBOSA,CAMPO ALEGRE,BELO HORIZONTE
RUA,CONEGO JOAO PIO,COMITECO,BELO HORIZONTE
RUA,CONEGO JOSE ARISTIDES,MANTIQUEIRA,BELO HORIZONTE
RUA,CONEGO JOSE TOMAZ,HELIOPOLIS,BELO HORIZONTE
BECO,CONEGO MANOEL ALVES,NOVA CACHOEIRINHA,BELO HORIZONTE
RUA,CONEGO PINHEIRO,SANTA EFIGENIA,BELO HORIZONTE
RUA,CONEGO ROCHA FRANCO,GUTIERREZ,BELO HORIZONTE
RUA,CONEGO SANTANA,CACHOEIRINHA,BELO HORIZONTE
RUA,CONEGO SANTANA,SANTA CRUZ,BELO HORIZONTE
RUA,CONEGO TRINDADE,JARDIM LEBLON,BELO HORIZONTE
RUA,CONEGO VIEIRA,SANTA CRUZ,BELO HORIZONTE
RUA,DA CONFIRMACAO,JARDIM SAO JOSE,BELO HORIZONTE
RUA,CONFRADE MACHADO,NOVA ESPERANCA,BELO HORIZONTE
RUA,CONQUISTA,CARLOS PRATES,BELO HORIZONTE
RUA,CONSELHEIRO BARBOSA,SANTA TERESA,BELO HORIZONTE
RUA,CONSELHEIRO BARBOSA,SALGADO FILHO,BELO HORIZONTE
RUA,CONSELHEIRO CARNEIRO DE CAMPOS,SALGADO FILHO,BELO HORIZONTE
RUA,CONSELHEIRO CIPRIANO SOARES,SALGADO FILHO,BELO HORIZONTE
RUA,CONSELHEIRO CUNHA FIGUEIREDO,SALGADO FILHO,BELO HORIZONTE
RUA,CONSELHEIRO DANTAS,CALAFATE,BELO HORIZONTE
RUA,CONSELHEIRO GALVAO,SANTA ROSA,BELO HORIZONTE
RUA,CONSELHEIRO JOAQUIM CAETANO,CACHOEIRINHA,BELO HORIZONTE
RUA,CONSELHEIRO JOAQUIM CAETANO,NOVA GRANADA,BELO HORIZONTE
RUA,CONSELHEIRO JOAQUIM CAETANO,JARDIM AMERICA,BELO HORIZONTE
RUA,CONSELHEIRO LUIZ BARBOSA,CAICARAS,BELO HORIZONTE
RUA,CONSELHEIRO MATA,SANTO ANDRE,BELO HORIZONTE
RUA,MONSENHOR PAULA BRASIL,CABANA,BELO HORIZONTE
RUA,CONSELHEIRO PENA,ITAPOA,BELO HORIZONTE
RUA,CONSELHEIRO PENA,SANTA BRANCA,BELO HORIZONTE
RUA,CONSELHEIRO PIRES DA MOTA,SALGADO FILHO,BELO HORIZONTE
RUA,CONSELHEIRO ROCHA,FLORESTA,BELO HORIZONTE
RUA,CONSELHEIRO ROCHA,SANTA TERESA,BELO HORIZONTE
RUA,CONSELHEIRO SARAIVA,ALTO BARROCA,BELO HORIZONTE
PRACA,DA CONSOLACAO,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,DA CONSOLACAO,BETANIA,BELO HORIZONTE
RUA,CONSTANCIA,COQUEIROS,BELO HORIZONTE
PRACA,DAS CONSTELACOES,SANTA LUCIA,BELO HORIZONTE
PRACA,DA CONSTITUINTE,SANTA EFIGENIA,BELO HORIZONTE
RUA,DA CONSTITUINTE,CEU AZUL,BELO HORIZONTE
RUA,DOS CONSTRUTORES,ALIPIO DE MELO,BELO HORIZONTE
RUA,CONSUELO,JARDIM DOS COMERCIARIOS (VENDA NOVA),BELO HORIZONTE
RUA,CONSUL ROBERT LEVY,SAO BENTO,BELO HORIZONTE
RUA,CONSUL WALTER,BURITIS,BELO HORIZONTE
RUA,DOS CONTADORES,ALIPIO DE MELO,BELO HORIZONTE
RUA,CONTAGEM,JARDIM LEBLON,BELO HORIZONTE
RUA,CONTORNO RODOVIARIO,MADRE GERTRUDES,BELO HORIZONTE
RUA,DO CONTORNO,MARIA VIRGINIA,BELO HORIZONTE
RUA,CONTRIA,CALAFATE,BELO HORIZONTE
RUA,CONTRIA,ALTO BARROCA,BELO HORIZONTE
RUA,COPACABANA,URCA,BELO HORIZONTE
RUA,COPAIBA,MONTE AZUL,BELO HORIZONTE
RUA,COPAUBA,JAQUELINE,BELO HORIZONTE
RUA,COPAUNA,JAQUELINE,BELO HORIZONTE
RUA,COPENHAGUE,TREVO,BELO HORIZONTE
RUA,COPERNICO,SANTA LUCIA,BELO HORIZONTE
RUA,COPERNICO PINTO COELHO,SANTO ANTONIO,BELO HORIZONTE
RUA,COPO-DE-LEITE,FREI LEOPOLDO,BELO HORIZONTE
RUA,COQUEIRAL,SION,BELO HORIZONTE
RUA,COQUEIROS,CACHOEIRINHA,BELO HORIZONTE
RUA,COQUEIRO,CONJUNTO TAQUARIL,BELO HORIZONTE
RUA,COQUILHO,JAQUELINE,BELO HORIZONTE
RUA,CORA CORALINA,SANTA HELENA (BARREIRO),BELO HORIZONTE
RUA,CORACAO DE JESUS,BARREIRO,BELO HORIZONTE
RUA,CORACAO DE JESUS,SAUDADE,BELO HORIZONTE
RUA,CORACAO DE JESUS,CONJUNTO TAQUARIL,BELO HORIZONTE
PRACA,DA FEDERACAO,CORACAO EUCARISTICO,BELO HORIZONTE
RUA,CORACAO EUCARISTICO DE JESUS,CORACAO EUCARISTICO,BELO HORIZONTE
RUA,CORAL,SAO PEDRO,BELO HORIZONTE
RUA,CORCOVADO,NOVA SUISSA,BELO HORIZONTE
RUA,CORCOVADO,JARDIM AMERICA,BELO HORIZONTE
RUA,CORDELINA SILVEIRA MATOS,ESTORIL,BELO HORIZONTE
RUA,CORDILHEIRAS,CONJUNTO CELSO MACHADO,BELO HORIZONTE
RUA,CORDISBURGO,SANTA INES,BELO HORIZONTE
RUA,CORDISLANDIA,SANTA INES,BELO HORIZONTE
RUA,CORINTO,SERRA,BELO HORIZONTE
RUA,CORIOLANO BARONI DE CASTRO,MARIA HELENA,BELO HORIZONTE
RUA,CORNELIA,PENHA,BELO HORIZONTE
RUA,CORNELIO CERQUEIRA,PADRE EUSTAQUIO,BELO HORIZONTE
RUA,CORNELIO LIMA RODRIGUES,COPACABANA,BELO HORIZONTE
RUA,CORNELIO MACHADO,DOM CABRAL,BELO HORIZONTE
RUA,CORNELIO PENA,TUPI A,BELO HORIZONTE
RUA,CORNELIO PROCOPIO,NOVA VISTA,BELO HORIZONTE
RUA,DAS CORNETAS,CONJUNTO CALIFORNIA,BELO HORIZONTE
RUA,DOS CORNETINS,CONJUNTO CALIFORNIA,BELO HORIZONTE
RUA,COROA DE FRADE,MANGUEIRAS (BARREIRO),BELO HORIZONTE
RUA,DA COROACAO,JARDIM SAO JOSE,BELO HORIZONTE
RUA,COROACI,VISTA ALEGRE,BELO HORIZONTE
RUA,COROCOCO,NOVO AARAO REIS,BELO HORIZONTE
RUA,COROMANDEL,GRACA,BELO HORIZONTE
RUA,DOS CORONEIS,MILIONARIOS (BARREIRO),BELO HORIZONTE
RUA,CORONEL ABILIO PEREIRA,CASA BRANCA,BELO HORIZONTE
RUA,CORONEL ALBERTO GOMES,PENHA,BELO HORIZONTE
RUA,CORONEL ALVARO MORAIS,JONAS VEIGA,BELO HORIZONTE
RUA,CORONEL ALVARO TEIXEIRA DA COSTA,FLORAMAR,BELO HORIZONTE
RUA,CORONEL ALVES,CACHOEIRINHA,BELO HORIZONTE
RUA,CORONEL ANTONIO FERREIRA DO PRADO,REGINA (BARREIRO),BELO HORIZONTE
RUA,CORONEL ANTONIO GARCIA DE PAIVA,SAO BENTO,BELO HORIZONTE
RUA,CORONEL ANTONIO JUNQUEIRA,CAICARAS,BELO HORIZONTE
RUA,CORONEL ANTONIO LOPEZ COELHO,JARDIM LEBLON,BELO HORIZONTE
RUA,CORONEL ANTONIO PEREIRA DA SILVA,SANTA EFIGENIA,BELO HORIZONTE
RUA,CORONEL ANTONIO SIA,CALIFORNIA,BELO HORIZONTE
RUA,CORONEL ASCENDINO COSTA,APARECIDA,BELO HORIZONTE
RUA,CORONEL BERNARDINO,PALMEIRAS,BELO HORIZONTE
RUA,CORONEL CAMISAO,VILA OESTE,BELO HORIZONTE
RUA,CORONEL CANCIO DE ALBUQUERQUE,CANDELARIA,BELO HORIZONTE
RUA,CORONEL CASTRO,PLANALTO,BELO HORIZONTE
RUA,CORONEL CLAUDIONOR,CABANA,BELO HORIZONTE
RUA,CORONEL COSTA DIAS,PLANALTO,BELO HORIZONTE
RUA,CORONEL DURAES,BANDEIRANTES (PAMPULHA),BELO HORIZONTE
RUA,CORONEL EGIDIO BENICIO DE ABREU,SANTA EFIGENIA,BELO HORIZONTE
RUA,CORONEL ELIR CORREA,RIBEIRO DE ABREU,BELO HORIZONTE
RUA,CORONEL EMILIO MARTINS,SANTA AMELIA,BELO HORIZONTE
RUA,CORONEL EUDOXIO JOVIANO,INDEPENDENCIA (BARREIRO),BELO HORIZONTE
RUA,CORONEL EUGENIO THIBAU,SAO GABRIEL,BELO HORIZONTE
RUA,CORONEL FABRICIANO,SANTA INES,BELO HORIZONTE
RUA,CORONEL FIGUEIREDO,CACHOEIRINHA,BELO HORIZONTE
RUA,CORONEL FORTES,PLANALTO,BELO HORIZONTE
RUA,CORONEL FRAGA,SAO LUIZ,BELO HORIZONTE
RUA,CORONEL FULGENCIO,SAO LUCAS,BELO HORIZONTE
RUA,CORONEL GERALDO PINTO DE SOUZA,GAMELEIRA,BELO HORIZONTE
PRACA,CORONEL GUILHERME VAZ DE MELO,LAGOINHA,BELO HORIZONTE
RUA,CORONEL INDIO DO BRASIL,ITAPOA,BELO HORIZONTE
RUA,CORONEL JAIRO PEREIRA,PALMARES,BELO HORIZONTE
RUA,CORONEL JOAO CAMARA,SINIMBU,BELO HORIZONTE
RUA,CORONEL JOAO MOREIRA,FLORAMAR,BELO HORIZONTE
RUA,CORONEL JOAQUIM DOS SANTOS,CEU AZUL,BELO HORIZONTE
AVE,CORONEL JOSE BENJAMIM,PADRE EUSTAQUIO,BELO HORIZONTE
RUA,CORONEL JOSE CARLOS,SANTA CRUZ,BELO HORIZONTE
AVE,CORONEL JOSE DIAS BICALHO,SAO JOSE,BELO HORIZONTE
RUA,CORONEL JOSE GERALDO,MINEIRAO,BELO HORIZONTE
PRACA,CORONEL JOSE PERSILVA,SANTA TERESA,BELO HORIZONTE
RUA,CORONEL JOSE SOARES,GLORIA,BELO HORIZONTE
RUA,CORONEL JULIO PINTO,SAGRADA FAMILIA,BELO HORIZONTE
RUA,CORONEL LERI SANTOS,PLANALTO,BELO HORIZONTE
RUA,CORONEL LOURIVAL VASCONCELLOS,JARDIM ALVORADA,BELO HORIZONTE
RUA,CORONEL MANOEL DE ALMEIDA,BRAUNAS,BELO HORIZONTE
RUA,CORONEL MANOEL PORTO,LEBLON (VENDA NOVA),BELO HORIZONTE
RUA,CORONEL MANOEL ASSUNCAO,MINASCAIXA,BELO HORIZONTE
RUA,CORONEL MARCELINO,SANTA ROSA,BELO HORIZONTE
RUA,CORONEL MOISES HOURI,ALTO CAICARAS,BELO HORIZONTE
RUA,CORONEL MURTA,MANGABEIRAS,BELO HORIZONTE
RUA,CORONEL OSCAR MACEDO,SANTA MONICA,BELO HORIZONTE
RUA,CORONEL OTAVIO DINIZ,SANTA EFIGENIA,BELO HORIZONTE
RUA,CORONEL PACHECO,COMITECO,BELO HORIZONTE
RUA,CORONEL PEDRO JORGE,PRADO,BELO HORIZONTE
RUA,CORONEL PEREIRA,SERRA,BELO HORIZONTE
RUA,CORONEL PRAES,SAGRADA FAMILIA,BELO HORIZONTE
RUA,CORONEL QUINTILIANO VALADARES,PLANALTO,BELO HORIZONTE
RUA,TREZENTOS E TRINTA E CINCO,SANTA MARIA,BELO HORIZONTE
RUA,CORONEL RODOLFHO SOARES,ITATIAIA,BELO HORIZONTE
RUA,CORONEL SEVERIANO,MILIONARIOS (BARREIRO),BELO HORIZONTE
RUA,CORONEL SIEBRA DE BRITO,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,CORONEL SILVERIO SILVA,SAO GABRIEL,BELO HORIZONTE
RUA,CORONEL VIEIRA CRISTO,CAMARGOS,BELO HORIZONTE
RUA,CORREA E CASTRO,SANTA CRUZ,BELO HORIZONTE
RUA,CORREGO CAPAO DA POSSE,VILA SANTA RITA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,CORREGO DA MATA,SANTA CECILIA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,CORREGO FUNDO,JARDIM LEBLON,BELO HORIZONTE
RUA,CORREGO NOVO,JARDIM LEBLON,BELO HORIZONTE
RUA,CORREIA,ITAIPU (BARREIRO),BELO HORIZONTE
RUA,CORREAS,SION,BELO HORIZONTE
RUA,DOS CORRETORES,ALIPIO DE MELO,BELO HORIZONTE
RUA,DOS CORRETORES,NOSSA SENHORA DA SAUDE,BELO HORIZONTE
RUA,QUATRO,JULIANA,BELO HORIZONTE
PRACA,CORSEGA,EUROPA,BELO HORIZONTE
BECO,DA CORUJA,MINASLANDIA (P MAIO),BELO HORIZONTE
RUA,CORUMBA,CARLOS PRATES,BELO HORIZONTE
RUA,CORUMBATAI,LAGOINHA,BELO HORIZONTE
RUA,CORURIPE,NOVA GRANADA,BELO HORIZONTE
RUA,COSME E DAMIAO,UNIVERSITARIO,BELO HORIZONTE
RUA,COSME VELHO,LEBLON (VENDA NOVA),BELO HORIZONTE
RUA,COSMOS,SANTA LUCIA,BELO HORIZONTE
RUA,COSTA,PIRAJA,BELO HORIZONTE
RUA,COSTA ATAIDE,SANTA CRUZ,BELO HORIZONTE
RUA,COSTA BELEM,BARREIRO,BELO HORIZONTE
RUA,COSTA DAS PALMEIRAS,JARDIM VITORIA,BELO HORIZONTE
RUA,COSTA JUNIOR,NOVA CACHOEIRINHA,BELO HORIZONTE
RUA,COSTA MACHADO,UNIVERSITARIO,BELO HORIZONTE
RUA,COSTA MONTEIRO,SAGRADA FAMILIA,BELO HORIZONTE
RUA,COSTA NOGUEIRA,INCONFIDENCIA,BELO HORIZONTE
RUA,COSTA PACHECO,SALGADO FILHO,BELO HORIZONTE
RUA,COSTA PINTO,VILA PARIS,BELO HORIZONTE
RUA,COSTA PRADO,BRASIL INDUSTRIAL (BARREIRO),BELO HORIZONTE
RUA,COSTA REIS,JARDIM ATLANTICO,BELO HORIZONTE
RUA,COSTA RICA,SION,BELO HORIZONTE
RUA,COSTA SENNA,PADRE EUSTAQUIO,BELO HORIZONTE
RUA,COTEGIPE,HORTO FLORESTAL,BELO HORIZONTE
RUA,COUTO DE MAGALHAES,SANTA EFIGENIA,BELO HORIZONTE
RUA,COVA IRIA,MARIA HELENA,BELO HORIZONTE
RUA,COWAN,AEROPORTO,BELO HORIZONTE
RUA,CRACOVIA,EUROPA,BELO HORIZONTE
RUA,CRAUTA,SANTA MARIA,BELO HORIZONTE
RUA,CRAVEIRO LOPES,GAMELEIRA,BELO HORIZONTE
RUA,CRAVINAS,ESPLANADA,BELO HORIZONTE
RUA,CRAVO,VILA SANTANA DO CAFEZAL,BELO HORIZONTE
RUA,CRECIUMA,CARDOSO (BARREIRO),BELO HORIZONTE
AVE,CREMONA,BANDEIRANTES (PAMPULHA),BELO HORIZONTE
RUA,CRESO BARBI,OURO PRETO,BELO HORIZONTE
PRACA,CRETA,EUROPA,BELO HORIZONTE
RUA,DAS CRIANCAS,CEU AZUL,BELO HORIZONTE
ALAMEDA,DAS CRIANCAS,VILA SUMARE,BELO HORIZONTE
RUA,CRICARE,MARIA HELENA,BELO HORIZONTE
RUA,CRISANTEMO,CINQUENTENARIO,BELO HORIZONTE
RUA,CRISANTO MUNIZ,RIO BRANCO,BELO HORIZONTE
RUA,CRISOGNO GOULART,PAQUETA,BELO HORIZONTE
RUA,CRISOLITO,JARDIM DOS COMERCIARIOS (VENDA NOVA),BELO HORIZONTE
RUA,CRISPIM,PIRAJA,BELO HORIZONTE
RUA,CRISPIM JAQUES,VISTA ALEGRE,BELO HORIZONTE
RUA,CRISTAL,SANTA TERESA,BELO HORIZONTE
RUA,CRISTALIA,PROVIDENCIA,BELO HORIZONTE
RUA,CRISTALINA,CONJUNTO CELSO MACHADO,BELO HORIZONTE
RUA,CRISTALINA,MANTIQUEIRA,BELO HORIZONTE
AVE,CRISTIANO MACHADO,LAGOINHA,BELO HORIZONTE
AVE,CRISTIANO MACHADO,CIDADE NOVA,BELO HORIZONTE
AVE,CRISTIANO MACHADO,IPIRANGA,BELO HORIZONTE
AVE,CRISTIANO MACHADO,SAO PAULO,BELO HORIZONTE
AVE,CRISTIANO MACHADO,GRACA,BELO HORIZONTE
AVE,CRISTIANO MACHADO,PRIMEIRO DE MAIO,BELO HORIZONTE
AVE,CRISTIANO MACHADO,SUZANA,BELO HORIZONTE
AVE,CRISTIANO MACHADO,VILA CLORIS,BELO HORIZONTE
AVE,CRISTIANO MACHADO,JULIANA,BELO HORIZONTE
AVE,CRISTIANO MACHADO,VILA CLORIS,BELO HORIZONTE
RUA,CRISTIANO OTONI,SANTA TEREZINHA,BELO HORIZONTE
RUA,CRISTIANO MOREIRA SALES,ESTORIL,BELO HORIZONTE
BECO,CRISTINA,CEU AZUL,BELO HORIZONTE
PRACA,CRISTO REDENTOR,MILIONARIOS (BARREIRO),BELO HORIZONTE
PRACA,CRISTOFORO DE ANDRADE,SAO JOAO BATISTA (VENDA NOVA),BELO HORIZONTE
AVE,CRISTOVAO COLOMBO,FUNCIONARIOS,BELO HORIZONTE
AVE,CRISTOVAO COLOMBO,FUNCIONARIOS,BELO HORIZONTE
RUA,CRISTOVAO MACEDO,DOM CABRAL,BELO HORIZONTE
RUA,CRISTOVAO PINTO RIBEIRO,SANTA AMELIA,BELO HORIZONTE
RUA,CROCKATT DE SA,HORTO,BELO HORIZONTE
RUA,CROMATICA,VILA SANTANA DO CAFEZAL,BELO HORIZONTE
RUA,CRUCIFICACAO,JARDIM SAO JOSE,BELO HORIZONTE
RUA,CRUCIS,SANTA LUCIA,BELO HORIZONTE
RUA,CRUZ ALTA,JOAO PINHEIRO,BELO HORIZONTE
RUA,CRUZ DAS ALMAS,MARIQUINHAS,BELO HORIZONTE
RUA,CRUZ E SOUZA,SANTA MONICA,BELO HORIZONTE
BECO,CRUZ VERMELHA,VENTOSA,BELO HORIZONTE
RUA,CRUZALIA,PIRATININGA (VENDA NOVA),BELO HORIZONTE
RUA,DOS CRUZEIRENSES,MILIONARIOS (BARREIRO),BELO HORIZONTE
RUA,CRUZEIRO,SAO BERNARDO,BELO HORIZONTE
RUA,CRUZEIRO,CONJUNTO TAQUARIL,BELO HORIZONTE
RUA,CRUZEIRO DA FORTALEZA,CANDELARIA,BELO HORIZONTE
PRACA,CRUZEIRO DO SUL,EUROPA,BELO HORIZONTE
RUA,DO CRUZEIRO,SAO MARCOS,BELO HORIZONTE
RUA,CRUZILIA,PIRATININGA (VENDA NOVA),BELO HORIZONTE
RUA,CUBATAO,RENASCENCA,BELO HORIZONTE
RUA,CUCO,GOIANIA,BELO HORIZONTE
RUA,CUIABA,PRADO,BELO HORIZONTE
RUA,CUIABA,PRADO,BELO HORIZONTE
RUA,CUIARA,NOVO GLORIA,BELO HORIZONTE
PRACA,CULTURA RACIONAL,SAO JOAO BATISTA (VENDA NOVA),BELO HORIZONTE
RUA,CUMBI,PADRE EUSTAQUIO,BELO HORIZONTE
RUA,CURA D'ARS,PRADO,BELO HORIZONTE
RUA,CURA D'ARS,BARROCA,BELO HORIZONTE
RUA,CURI,SAO GERALDO,BELO HORIZONTE
RUA,DOS CURIANGOS,VILA CLORIS,BELO HORIZONTE
RUA,CURIATA,GUARANI,BELO HORIZONTE
RUA,CURIMATA,SAO GABRIEL,BELO HORIZONTE
RUA,CURIO,FLAVIO MARQUES LISBOA (BARREIRO),BELO HORIZONTE
RUA,CURITIBA,CENTRO,BELO HORIZONTE
RUA,CURITIBA,CENTRO,BELO HORIZONTE
RUA,CURITIBA,LOURDES,BELO HORIZONTE
BECO,CURRAL DEL REI,CABANA,BELO HORIZONTE
RUA,CURRAL DEL REI,PADRE EUSTAQUIO,BELO HORIZONTE
RUA,DOS CECILIA TRINDADE SILVA,JARDIM FELICIDADE,BELO HORIZONTE
RUA,CURUPAITI,PADRE EUSTAQUIO,BELO HORIZONTE
BECO,DA CURVA,NOVA CACHOEIRINHA,BELO HORIZONTE
RUA,CURVELO,FLORESTA,BELO HORIZONTE
RUA,CUSTODIO DE MELO,LIBERDADE,BELO HORIZONTE
RUA,CUSTODIO EVANGELISTA DE PAULA,TIROL (BARREIRO),BELO HORIZONTE
RUA,CUSTODIO PINTO COELHO,BANDEIRANTES (PAMPULHA),BELO HORIZONTE
RUA,CYPRIANO COUTINHO,SANTA CECILIA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,CYRENE CRIVELLARI BELLONIA,SAO JOAO BATISTA (VENDA NOVA),BELO HORIZONTE
RUA,CYRILLO BASTOS,LINDEIA (BARREIRO),BELO HORIZONTE
RUA,CYRO BORJA,COLEGIO BATISTA,BELO HORIZONTE
RUA,JOVELINO LACERDA,GOIANIA,BELO HORIZONTE
RUA,D,GLALIJA,BELO HORIZONTE
RUA,ISABEL DALBEM ITABORAI,CASTANHEIRA I VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,D,BETANIA,BELO HORIZONTE
RUA,JOSE AMBROSIO DINIZ,MINASLANDIA (P MAIO),BELO HORIZONTE
RUA,CHRISTIANO MARTINS DA SILVA,PETROPOLIS (BARREIRO),BELO HORIZONTE
RUA,D,ENGENHO NOGUEIRA,BELO HORIZONTE
RUA,D,HORTO FLORESTAL,BELO HORIZONTE
RUA,D,TREVO,BELO HORIZONTE
RUA,D,MINEIRAO,BELO HORIZONTE
RUA,D,CONJUNTO CONFISCO,BELO HORIZONTE
RUA,SOLDADO WEVERSON DE ALMEIDA,VILA PINHO VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,D,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,XANGRILA,BRAUNAS,BELO HORIZONTE
RUA,CABO GLENDYSON DE MOURA,RIBEIRO DE ABREU,BELO HORIZONTE
AVE,D,JARDIM DOS COMERCIARIOS (VENDA NOVA),BELO HORIZONTE
RUA,D,JARDIM DOS COMERCIARIOS (VENDA NOVA),BELO HORIZONTE
RUA,D,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,D,CALIFORNIA,BELO HORIZONTE
BECO,D,ATILA DE PAIVA (BARREIRO),BELO HORIZONTE
BECO,D,JARDIM LEBLON,BELO HORIZONTE
RUA,D,VISTA ALEGRE,BELO HORIZONTE
PRACA,D,FLAVIO DE OLIVEIRA (BARREIRO),BELO HORIZONTE
RUA,EDILSON VILACA DE AZEVEDO,CONJUNTO JATOBA (BARREIRO),BELO HORIZONTE
BECO,DA MINA,SION,BELO HORIZONTE
RUA,DACAR,TREVO,BELO HORIZONTE
PRACA,DALIA,LINDEIA (BARREIRO),BELO HORIZONTE
RUA,DALIA,SANTO ANDRE,BELO HORIZONTE
BECO,DA LITA,SANTA RITA DE CASSIA,BELO HORIZONTE
RUA,DALKER TEIXEIRA ROCHA,MANTIQUEIRA,BELO HORIZONTE
RUA,DALMI CECILIO,JARDIM GUANABARA,BELO HORIZONTE
RUA,D'ALVA,BONFIM,BELO HORIZONTE
RUA,DALVA,JARDIM DAS NACOES,BELO HORIZONTE
RUA,CESENA,PRIMEIRO DE MAIO,BELO HORIZONTE
BECO,DALVA,VENTOSA,BELO HORIZONTE
RUA,DALVA DE MATOS,RIO BRANCO,BELO HORIZONTE
RUA,DALVA DE OLIVEIRA,LAJEDO,BELO HORIZONTE
RUA,DAMASCO,GLORIA,BELO HORIZONTE
RUA,DAMASCO,PIO XII,BELO HORIZONTE
BECO,DA MATA,VILA BARRAGEM SANTA LUCIA,BELO HORIZONTE
RUA,DAMIAO SANTOS ARAUJO,JARDIM VITORIA,BELO HORIZONTE
RUA,DANIEL DE CARVALHO,GUTIERREZ,BELO HORIZONTE
RUA,DANIEL DE CARVALHO,NOVA GRANADA,BELO HORIZONTE
RUA,DANIEL JOSE DE CARVALHO,NOVO DAS INDUSTRIAS (BARREIRO),BELO HORIZONTE
RUA,DANIEL LOPES FARIA,DAS INDUSTRIAS I (BARREIRO),BELO HORIZONTE
RUA,DANTE,SAO LUCAS,BELO HORIZONTE
RUA,DANTE GRASSI,RIO BRANCO,BELO HORIZONTE
RUA,DARCY VARGAS,NOVA SUISSA,BELO HORIZONTE
RUA,DARCILIO DE MIRANDA,PALMEIRAS,BELO HORIZONTE
PRACA,DARI ALVES FRAGA,SANTA CRUZ,BELO HORIZONTE
RUA,DARIO GONCALVES,FLORAMAR,BELO HORIZONTE
RUA,D'ARTAGNAN RACHE,JARDIM VITORIA,BELO HORIZONTE
RUA,DAVID CAMPISTA,FLORESTA,BELO HORIZONTE
RUA,DAVID FONSECA,MILIONARIOS (BARREIRO),BELO HORIZONTE
RUA,DAVID ALVES BARRETO,PALMARES,BELO HORIZONTE
RUA,DAVID ALVES DO VALE,SANTA ROSA,BELO HORIZONTE
RUA,DAVID CANABARRO,CAMPO ALEGRE,BELO HORIZONTE
RUA,DAVID MAURILIO MOURAO,PALMEIRAS,BELO HORIZONTE
RUA,DEBORAH MARIA CRUZ,SANTA HELENA (BARREIRO),BELO HORIZONTE
RUA,DECIO SALEMA,PALMARES,BELO HORIZONTE
RUA,DOS DECORADORES,ALIPIO DE MELO,BELO HORIZONTE
RUA,DEJANIRA DE OLIVEIRA MARQUES,BRAUNAS,BELO HORIZONTE
BECO,DEL REY,VENTOSA,BELO HORIZONTE
